Platform,PostType,PostContent,PostTimestamp,Date,WeekdayType,Time,TimePeriods,Likes,Comments,Shares,Impressions,Reach, EngagementRate ,AudienceAge,AgeGroup
Facebook,Image,Situation among voice decade.,3/2/2024 13:33,3/2/2024 (Saturday),Weekend,13:33:48,Afternoon,883,478,101,2065,1981,23.81,50,Senior Adults
Twitter,Link,Identify number order stage role race owner language.,3/2/2024 13:31,3/2/2024 (Saturday),Weekend,13:31:41,Afternoon,249,327,29,8323,4624,23.87,33,Mature Adults
Instagram,Image,Interest nation significant truth thing discover.,3/2/2024 13:06,3/2/2024 (Saturday),Weekend,13:06:56,Afternoon,100,287,95,1723,1276,48.3,25,Adolescent Adults
Facebook,Link,Work go particular grow sister.,3/2/2024 12:53,3/2/2024 (Saturday),Weekend,12:53:54,Afternoon,133,255,46,5287,1491,16.74,21,Adolescent Adults
Twitter,Image,Heavy quite while although option.,3/2/2024 12:50,3/2/2024 (Saturday),Weekend,12:50:33,Afternoon,534,101,70,8157,2965,71.69,60,Senior Adults
Facebook,Image,Program city red deep choose contain economy.,3/2/2024 12:48,3/2/2024 (Saturday),Weekend,12:48:39,Afternoon,994,153,101,4939,2052,42.99,28,Adolescent Adults
Instagram,Link,A right will.,3/2/2024 12:05,3/2/2024 (Saturday),Weekend,12:05:56,Afternoon,144,249,79,3973,2040,30.89,32,Mature Adults
Twitter,Image,Song see major world join.,3/2/2024 11:53,3/2/2024 (Saturday),Weekend,11:53:17,Morning,284,446,188,8796,3273,19.69,64,Senior Adults
Instagram,Image,Tax various several attack drug anyone.,3/2/2024 11:31,3/2/2024 (Saturday),Weekend,11:31:01,Morning,301,423,100,4450,1219,25.97,25,Adolescent Adults
Instagram,Link,Tv because tonight reduce if away notice purpose.,3/2/2024 11:29,3/2/2024 (Saturday),Weekend,11:29:54,Morning,631,45,123,4057,906,12.15,37,Mature Adults
Twitter,Image,Art put religious office against.,3/2/2024 11:07,3/2/2024 (Saturday),Weekend,11:07:03,Morning,341,109,125,7947,1299,64.1,19,Adolescent Adults
Facebook,Link,Day culture Mr perform medical behavior best.,3/2/2024 11:02,3/2/2024 (Saturday),Weekend,11:02:59,Morning,418,249,105,4525,1854,40.91,19,Adolescent Adults
LinkedIn,Link,Boy sound amount thought I statement.,3/2/2024 10:58,3/2/2024 (Saturday),Weekend,10:58:30,Morning,920,264,200,2140,1663,27.7,49,Senior Adults
LinkedIn,Video,Chance discussion impact yourself turn.,3/2/2024 10:36,3/2/2024 (Saturday),Weekend,10:36:14,Morning,46,476,45,4096,3489,18.87,51,Senior Adults
Instagram,Image,Student a cup cell develop.,3/2/2024 9:48,3/2/2024 (Saturday),Weekend,9:48:18,Morning,975,29,72,7039,4553,67.96,31,Mature Adults
Facebook,Link,Pass speak leave.,3/2/2024 9:06,3/2/2024 (Saturday),Weekend,9:06:40,Morning,166,124,166,9520,1325,27.98,27,Adolescent Adults
Facebook,Image,Fall various game.,3/2/2024 8:01,3/2/2024 (Saturday),Weekend,8:01:08,Morning,261,264,192,7788,4069,33.32,48,Senior Adults
Twitter,Video,Old public may perhaps remember world son.,3/2/2024 6:45,3/2/2024 (Saturday),Weekend,6:45:01,Morning,544,71,125,4829,2552,83.04,54,Senior Adults
LinkedIn,Image,Practice above around take appear gas.,3/2/2024 6:41,3/2/2024 (Saturday),Weekend,6:41:20,Morning,686,120,2,5914,4008,51.04,42,Mature Adults
Twitter,Video,Amount rest hold.,3/2/2024 6:38,3/2/2024 (Saturday),Weekend,6:38:16,Morning,773,326,118,3415,2359,9.91,50,Senior Adults
LinkedIn,Link,News movement decide purpose military reality.,3/2/2024 6:04,3/2/2024 (Saturday),Weekend,6:04:42,Morning,706,83,112,3674,1213,35.2,63,Senior Adults
Twitter,Video,Down fish physical financial wide.,3/2/2024 5:52,3/2/2024 (Saturday),Weekend,5:52:44,Night,2,219,87,5026,783,32.16,45,Mature Adults
Instagram,Video,Other often table.,3/2/2024 5:48,3/2/2024 (Saturday),Weekend,5:48:58,Night,869,468,71,4169,3372,66.36,32,Mature Adults
Twitter,Video,Company around measure culture.,3/2/2024 4:44,3/2/2024 (Saturday),Weekend,4:44:20,Night,821,149,96,3451,1302,37.16,27,Adolescent Adults
Instagram,Link,Choose sense there detail debate operation.,3/2/2024 3:29,3/2/2024 (Saturday),Weekend,3:29:14,Night,22,322,25,6681,3793,13.73,65,Senior Adults
Twitter,Link,Start front nature property light dark.,3/2/2024 3:26,3/2/2024 (Saturday),Weekend,3:26:27,Night,356,469,90,9010,3660,26.87,49,Senior Adults
Facebook,Image,Sit spend change here town.,3/2/2024 3:04,3/2/2024 (Saturday),Weekend,3:04:52,Night,805,338,72,5952,4072,158.66,30,Adolescent Adults
Facebook,Video,Interview quickly various quickly news someone garden.,3/2/2024 2:59,3/2/2024 (Saturday),Weekend,2:59:45,Night,716,428,48,7407,1718,39.63,32,Mature Adults
Twitter,Link,Become process per while.,3/2/2024 2:52,3/2/2024 (Saturday),Weekend,2:52:55,Night,856,73,125,1437,978,11.34,47,Senior Adults
LinkedIn,Image,Film play can each item allow couple exactly.,3/2/2024 2:37,3/2/2024 (Saturday),Weekend,2:37:10,Night,49,14,95,9863,3659,18.19,48,Senior Adults
Facebook,Video,Black east father girl.,3/2/2024 2:15,3/2/2024 (Saturday),Weekend,2:15:52,Night,822,92,110,1078,1065,43.67,64,Senior Adults
Twitter,Image,Detail board why marriage film save voice.,3/2/2024 1:53,3/2/2024 (Saturday),Weekend,1:53:09,Night,174,380,184,2490,1520,45.14,59,Senior Adults
Twitter,Image,Degree somebody cell nothing me image security realize.,3/2/2024 1:42,3/2/2024 (Saturday),Weekend,1:42:54,Night,816,387,177,8529,3522,26.61,44,Mature Adults
LinkedIn,Image,If all to.,3/2/2024 1:28,3/2/2024 (Saturday),Weekend,1:28:15,Night,571,254,11,3283,1766,9.23,24,Adolescent Adults
LinkedIn,Image,Issue responsibility give.,3/2/2024 0:58,3/2/2024 (Saturday),Weekend,0:58:59,Night,211,71,76,3356,1990,20,22,Adolescent Adults
Instagram,Link,Condition happen better decade southern lose.,3/2/2024 0:45,3/2/2024 (Saturday),Weekend,0:45:41,Night,403,339,197,5466,3659,85.58,18,Adolescent Adults
Facebook,Video,Serious draw admit because candidate control seat.,3/2/2024 0:42,3/2/2024 (Saturday),Weekend,0:42:31,Night,998,274,24,6498,4683,26.96,61,Senior Adults
LinkedIn,Link,Audience brother style produce.,3/2/2024 0:36,3/2/2024 (Saturday),Weekend,0:36:09,Night,198,21,194,5035,1908,86.44,63,Senior Adults
Facebook,Image,Box drug choose arm me ask.,3/2/2024 0:27,3/2/2024 (Saturday),Weekend,0:27:02,Night,550,481,67,4465,2625,19.59,24,Adolescent Adults
Facebook,Video,Environment garden force good win gun source.,3/2/2024 0:18,3/2/2024 (Saturday),Weekend,0:18:47,Night,1000,359,59,7965,2620,128.85,25,Adolescent Adults
Twitter,Image,Government technology child music.,3/1/2024 23:17,3/1/2024 (Friday),Weekend,23:17:56,Night,577,314,192,9372,3413,73.8,57,Senior Adults
Facebook,Link,Appear now music morning member.,3/1/2024 23:11,3/1/2024 (Friday),Weekend,23:11:35,Night,335,169,198,6165,4290,13.08,49,Senior Adults
LinkedIn,Video,Radio city test something glass.,3/1/2024 22:53,3/1/2024 (Friday),Weekend,22:53:34,Night,291,219,83,3438,2013,37.77,55,Senior Adults
Facebook,Link,Your wall lead any.,3/1/2024 22:43,3/1/2024 (Friday),Weekend,22:43:45,Night,239,406,130,6748,1470,29.11,18,Adolescent Adults
LinkedIn,Link,Fire evidence baby usually.,3/1/2024 22:43,3/1/2024 (Friday),Weekend,22:43:15,Night,214,379,28,4846,2445,23.78,27,Adolescent Adults
Instagram,Video,Care late tend today just you.,3/1/2024 22:39,3/1/2024 (Friday),Weekend,22:39:31,Night,676,443,178,6270,3764,60.82,46,Senior Adults
Twitter,Image,As then market view within agreement.,3/1/2024 22:26,3/1/2024 (Friday),Weekend,22:26:30,Night,473,495,179,9494,1801,23.14,62,Senior Adults
Twitter,Link,Heavy develop read film lay.,3/1/2024 21:45,3/1/2024 (Friday),Weekend,21:45:45,Evening,446,327,10,6284,1038,28.05,45,Mature Adults
Instagram,Link,Just might language idea answer data idea.,3/1/2024 21:03,3/1/2024 (Friday),Weekend,21:03:07,Evening,313,417,140,5487,608,67.6,39,Mature Adults
Facebook,Link,Only local seat wife.,3/1/2024 21:00,3/1/2024 (Friday),Weekend,21:00:33,Evening,671,412,186,6577,4988,88.19,40,Mature Adults
Facebook,Video,Exactly small produce cost deal bag year.,3/1/2024 20:54,3/1/2024 (Friday),Weekend,20:54:03,Evening,938,128,132,9873,523,44.26,61,Senior Adults
Facebook,Image,Mr seek book coach.,3/1/2024 20:41,3/1/2024 (Friday),Weekend,20:41:33,Evening,123,27,116,3946,2453,41.64,54,Senior Adults
Facebook,Link,Young whose their probably wind.,3/1/2024 20:31,3/1/2024 (Friday),Weekend,20:31:38,Evening,102,176,116,7038,3282,83.22,28,Adolescent Adults
Facebook,Link,Challenge everyone window whether instead.,3/1/2024 20:25,3/1/2024 (Friday),Weekend,20:25:54,Evening,893,494,126,2843,2682,16.25,58,Senior Adults
Facebook,Video,Because respond everything city full safe.,3/1/2024 20:25,3/1/2024 (Friday),Weekend,20:25:33,Evening,474,286,18,2072,647,23.63,45,Mature Adults
LinkedIn,Image,Operation home stage western investment.,3/1/2024 20:24,3/1/2024 (Friday),Weekend,20:24:03,Evening,515,213,115,9907,4675,34.42,36,Mature Adults
Facebook,Image,Boy tough group.,3/1/2024 19:56,3/1/2024 (Friday),Weekend,19:56:16,Evening,233,314,112,4520,1322,17.62,43,Mature Adults
Instagram,Video,Business necessary meeting own.,3/1/2024 19:47,3/1/2024 (Friday),Weekend,19:47:52,Evening,566,360,153,5093,1607,29,52,Senior Adults
Instagram,Video,Of table usually training you.,3/1/2024 19:29,3/1/2024 (Friday),Weekend,19:29:14,Evening,495,338,115,9191,630,20.16,23,Adolescent Adults
Twitter,Video,Task change site whole popular type.,3/1/2024 19:27,3/1/2024 (Friday),Weekend,19:27:28,Evening,275,30,143,9575,2188,51.59,57,Senior Adults
Twitter,Link,Represent movement beat partner finish reality.,3/1/2024 19:23,3/1/2024 (Friday),Weekend,19:23:29,Evening,784,480,57,6274,4642,74.28,23,Adolescent Adults
Instagram,Link,Purpose concern clearly road lawyer image.,3/1/2024 19:15,3/1/2024 (Friday),Weekend,19:15:26,Evening,678,139,89,3450,1957,39.34,45,Mature Adults
LinkedIn,Link,Along fund adult interest organization drug.,3/1/2024 18:46,3/1/2024 (Friday),Weekend,18:46:42,Evening,554,412,121,4728,2765,41.76,42,Mature Adults
Facebook,Video,Inside easy another low hold.,3/1/2024 18:44,3/1/2024 (Friday),Weekend,18:44:32,Evening,445,244,69,9306,1640,81.87,34,Mature Adults
Instagram,Image,Within benefit account few much identify.,3/1/2024 18:31,3/1/2024 (Friday),Weekend,18:31:33,Evening,650,320,124,6721,2239,9.73,21,Adolescent Adults
Facebook,Image,Car stand huge play them.,3/1/2024 18:18,3/1/2024 (Friday),Weekend,18:18:11,Evening,35,476,51,5169,2699,25,23,Adolescent Adults
Twitter,Link,Major art right recognize work appear.,3/1/2024 18:16,3/1/2024 (Friday),Weekend,18:16:21,Evening,742,189,87,3270,2088,29.84,63,Senior Adults
Facebook,Image,Others water PM record.,3/1/2024 17:37,3/1/2024 (Friday),Weekend,17:37:08,Afternoon,746,227,170,3462,786,69.38,26,Adolescent Adults
Twitter,Video,Customer bar real reveal should new west.,3/1/2024 17:35,3/1/2024 (Friday),Weekend,17:35:06,Afternoon,869,108,22,7473,1051,107.77,56,Senior Adults
Instagram,Image,Material seat because card.,3/1/2024 17:30,3/1/2024 (Friday),Weekend,17:30:18,Afternoon,681,276,15,9752,2903,4.32,25,Adolescent Adults
LinkedIn,Video,Power rich effect agency avoid low represent possible.,3/1/2024 17:09,3/1/2024 (Friday),Weekend,17:09:44,Afternoon,320,104,101,2282,1721,96.15,45,Mature Adults
LinkedIn,Link,Seem drop first choice without your.,3/1/2024 16:20,3/1/2024 (Friday),Weekend,16:20:14,Afternoon,404,299,74,4445,1054,48.55,31,Mature Adults
Facebook,Link,Hard find culture decade.,3/1/2024 16:02,3/1/2024 (Friday),Weekend,16:02:11,Afternoon,571,340,177,2875,2512,39.18,47,Senior Adults
Facebook,Video,Less account call fill bank energy difference field.,3/1/2024 15:58,3/1/2024 (Friday),Weekend,15:58:14,Afternoon,740,39,189,4751,3371,47.34,38,Mature Adults
Twitter,Video,Measure PM way sing poor.,3/1/2024 15:43,3/1/2024 (Friday),Weekend,15:43:07,Afternoon,735,413,172,6482,2958,17.99,35,Mature Adults
Facebook,Image,Lay class attack full.,3/1/2024 15:32,3/1/2024 (Friday),Weekend,15:32:32,Afternoon,211,124,186,3784,2287,25.66,56,Senior Adults
LinkedIn,Video,Analysis institution enough why glass.,3/1/2024 15:11,3/1/2024 (Friday),Weekend,15:11:26,Afternoon,602,496,163,6270,3487,27.67,42,Mature Adults
LinkedIn,Image,Course skin step owner alone over.,3/1/2024 15:00,3/1/2024 (Friday),Weekend,15:00:02,Afternoon,442,5,92,9994,1956,21.65,18,Adolescent Adults
Instagram,Image,What in black.,3/1/2024 14:45,3/1/2024 (Friday),Weekend,14:45:05,Afternoon,514,383,70,5996,3135,41.83,49,Senior Adults
LinkedIn,Video,Me interview grow remember eat including consumer.,3/1/2024 14:40,3/1/2024 (Friday),Weekend,14:40:06,Afternoon,785,294,21,6945,3976,54.12,31,Mature Adults
Twitter,Video,Whose clearly eat best attention conference hair.,3/1/2024 14:36,3/1/2024 (Friday),Weekday,14:36:25,Afternoon,100,464,85,5597,2920,31.73,51,Senior Adults
Instagram,Link,Away country human mention from over.,3/1/2024 14:27,3/1/2024 (Friday),Weekday,14:27:25,Afternoon,228,389,155,5083,816,16.36,37,Mature Adults
Instagram,Link,Issue much over.,3/1/2024 14:24,3/1/2024 (Friday),Weekday,14:24:06,Afternoon,865,302,81,7352,4488,29.46,33,Mature Adults
Instagram,Link,Nor source common beautiful.,3/1/2024 14:11,3/1/2024 (Friday),Weekday,14:11:00,Afternoon,940,329,15,3521,3328,52.72,57,Senior Adults
Twitter,Image,Response once power boy.,3/1/2024 14:09,3/1/2024 (Friday),Weekday,14:09:50,Afternoon,541,401,15,2486,1368,25.4,22,Adolescent Adults
Instagram,Video,Use deep adult speak.,3/1/2024 14:06,3/1/2024 (Friday),Weekday,14:06:56,Afternoon,654,394,65,4832,3610,34.46,18,Adolescent Adults
Facebook,Video,Particular no way civil other.,3/1/2024 13:49,3/1/2024 (Friday),Weekday,13:49:04,Afternoon,943,191,173,8611,3775,63.69,56,Senior Adults
Facebook,Link,Ago concern child most behavior example tell beautiful.,3/1/2024 13:00,3/1/2024 (Friday),Weekday,13:00:07,Afternoon,958,151,82,4818,3800,75.43,26,Adolescent Adults
Facebook,Video,Amount mind sell that over someone stuff section.,3/1/2024 12:56,3/1/2024 (Friday),Weekday,12:56:42,Afternoon,187,33,129,3429,1295,143.09,26,Adolescent Adults
Twitter,Link,High successful enough them.,3/1/2024 12:44,3/1/2024 (Friday),Weekday,12:44:35,Afternoon,819,228,58,1358,1113,25.44,26,Adolescent Adults
Twitter,Video,Issue case strong offer not color soon skin.,3/1/2024 12:35,3/1/2024 (Friday),Weekday,12:35:08,Afternoon,308,45,81,8249,1802,229.06,18,Adolescent Adults
Facebook,Link,Decade those citizen course fine statement great early.,3/1/2024 12:22,3/1/2024 (Friday),Weekday,12:22:08,Afternoon,138,360,109,7287,4417,10.84,28,Adolescent Adults
Instagram,Image,Hospital central article.,3/1/2024 12:08,3/1/2024 (Friday),Weekday,12:08:20,Afternoon,530,384,44,6216,2917,12,48,Senior Adults
Twitter,Link,Little baby town doctor idea today throw manager.,3/1/2024 11:17,3/1/2024 (Friday),Weekday,11:17:32,Morning,462,311,59,1679,1250,56.41,23,Adolescent Adults
Facebook,Link,Record throw wish charge base maybe sort without.,3/1/2024 11:14,3/1/2024 (Friday),Weekday,11:14:41,Morning,333,35,163,3730,2208,120.25,63,Senior Adults
Twitter,Video,Call claim father game dark later card.,3/1/2024 10:58,3/1/2024 (Friday),Weekday,10:58:50,Morning,89,213,179,4553,2791,18.03,39,Mature Adults
LinkedIn,Video,Election far chair specific parent wife.,3/1/2024 10:46,3/1/2024 (Friday),Weekday,10:46:51,Morning,684,131,9,4085,3741,49.85,27,Adolescent Adults
Twitter,Image,Away leg range guy.,3/1/2024 10:28,3/1/2024 (Friday),Weekday,10:28:14,Morning,927,174,187,2798,1339,67.14,56,Senior Adults
Twitter,Link,Mission catch anything yet.,3/1/2024 9:57,3/1/2024 (Friday),Weekday,9:57:57,Morning,623,83,36,5737,2815,150.48,37,Mature Adults
Instagram,Image,Mother serve pretty.,3/1/2024 9:46,3/1/2024 (Friday),Weekday,9:46:00,Morning,293,164,28,8316,2505,20.48,31,Mature Adults
Facebook,Link,Attack participant try no next hear behavior door.,3/1/2024 9:37,3/1/2024 (Friday),Weekday,9:37:02,Morning,75,400,121,9274,2312,28.46,26,Adolescent Adults
LinkedIn,Link,Training song recent floor structure above should.,3/1/2024 9:10,3/1/2024 (Friday),Weekday,9:10:39,Morning,191,101,120,7317,1916,46.3,21,Adolescent Adults
Instagram,Video,Despite if similar hard protect wear.,3/1/2024 8:44,3/1/2024 (Friday),Weekday,8:44:15,Morning,375,271,94,4539,4475,39.31,57,Senior Adults
LinkedIn,Video,Guess his size grow per news.,3/1/2024 8:44,3/1/2024 (Friday),Weekday,8:44:08,Morning,695,440,167,7388,4387,46.22,51,Senior Adults
LinkedIn,Video,Rate television production turn.,3/1/2024 8:40,3/1/2024 (Friday),Weekday,8:40:02,Morning,334,332,138,5546,4860,48.86,26,Adolescent Adults
Twitter,Link,Plant specific its final determine.,3/1/2024 8:27,3/1/2024 (Friday),Weekday,8:27:30,Morning,56,499,187,4168,3819,20.82,52,Senior Adults
Instagram,Image,Report property church ball sing boy discussion.,3/1/2024 8:17,3/1/2024 (Friday),Weekday,8:17:45,Morning,414,240,198,4380,2527,48.75,65,Senior Adults
Instagram,Link,Watch important language realize send.,3/1/2024 8:07,3/1/2024 (Friday),Weekday,8:07:05,Morning,53,355,194,3831,907,145.42,34,Mature Adults
Facebook,Video,In market account specific new wide.,3/1/2024 8:06,3/1/2024 (Friday),Weekday,8:06:50,Morning,271,285,165,5233,4905,95.05,46,Senior Adults
LinkedIn,Image,Be strategy someone collection western everyone government.,3/1/2024 7:38,3/1/2024 (Friday),Weekday,7:38:51,Morning,66,245,64,2163,1337,33.48,33,Mature Adults
LinkedIn,Link,Majority none kid group wonder campaign.,3/1/2024 7:33,3/1/2024 (Friday),Weekday,7:33:48,Morning,50,378,157,9591,2567,30.51,39,Mature Adults
LinkedIn,Image,Among family notice total.,3/1/2024 7:18,3/1/2024 (Friday),Weekday,7:18:09,Morning,142,120,110,6626,1539,73.72,22,Adolescent Adults
Facebook,Video,Plan main agency live save.,3/1/2024 7:10,3/1/2024 (Friday),Weekday,7:10:18,Morning,248,117,94,7228,2663,43.31,38,Mature Adults
Instagram,Video,Administration audience conference benefit.,3/1/2024 7:08,3/1/2024 (Friday),Weekday,7:08:00,Morning,826,483,28,3844,3583,28.72,46,Senior Adults
LinkedIn,Video,Effort wonder seat position future.,3/1/2024 6:54,3/1/2024 (Friday),Weekday,6:54:13,Morning,773,452,63,1230,1037,44.62,61,Senior Adults
LinkedIn,Video,Nothing understand election body piece star relationship.,3/1/2024 6:50,3/1/2024 (Friday),Weekday,6:50:45,Morning,704,76,96,2429,1287,22.78,34,Mature Adults
Twitter,Video,True none threat growth.,3/1/2024 6:40,3/1/2024 (Friday),Weekday,6:40:21,Morning,586,85,133,6292,1573,36.16,49,Senior Adults
LinkedIn,Video,News station city fear half event.,3/1/2024 6:37,3/1/2024 (Friday),Weekday,6:37:53,Morning,341,98,37,9617,1819,27.56,46,Senior Adults
Instagram,Link,Seat message return culture.,3/1/2024 6:04,3/1/2024 (Friday),Weekday,6:04:31,Morning,128,249,55,4867,1945,30.85,30,Adolescent Adults
Twitter,Video,Physical example management eight medical.,3/1/2024 5:59,3/1/2024 (Friday),Weekday,5:59:46,Night,422,242,102,5376,4289,27.67,28,Adolescent Adults
Instagram,Link,Tax form might people interview only meeting language.,3/1/2024 5:57,3/1/2024 (Friday),Weekday,5:57:54,Night,86,3,6,2667,1357,22.23,33,Mature Adults
Instagram,Link,Identify must sell project quality where may better.,3/1/2024 5:37,3/1/2024 (Friday),Weekday,5:37:27,Night,257,165,79,4471,1370,94.61,59,Senior Adults
Facebook,Image,Age foreign everybody explain.,3/1/2024 5:08,3/1/2024 (Friday),Weekday,5:08:52,Night,425,60,96,7418,3119,27.81,43,Mature Adults
Facebook,Link,Public within minute board.,3/1/2024 5:08,3/1/2024 (Friday),Weekday,5:08:50,Night,830,319,176,6330,4945,38.58,54,Senior Adults
Twitter,Link,Resource late region bring letter week least.,3/1/2024 5:02,3/1/2024 (Friday),Weekday,5:02:42,Night,726,291,31,6200,3093,69.96,19,Adolescent Adults
Facebook,Image,Fear mention off activity.,3/1/2024 4:47,3/1/2024 (Friday),Weekday,4:47:06,Night,966,283,107,3908,1739,30.83,63,Senior Adults
Facebook,Video,Pm ground two power surface.,3/1/2024 4:15,3/1/2024 (Friday),Weekday,4:15:38,Night,667,159,103,7823,962,34.62,52,Senior Adults
Instagram,Image,Month receive deal say interest.,3/1/2024 3:31,3/1/2024 (Friday),Weekday,3:31:54,Night,696,123,200,4313,4060,31.34,59,Senior Adults
Facebook,Video,Color item seek player federal consumer.,3/1/2024 3:24,3/1/2024 (Friday),Weekday,3:24:06,Night,2,28,128,6749,2859,26.95,22,Adolescent Adults
Twitter,Link,Experience easy big its hour make nature.,3/1/2024 3:17,3/1/2024 (Friday),Weekday,3:17:56,Night,487,306,4,9704,4038,99.28,41,Mature Adults
Twitter,Video,Your seek describe opportunity action capital peace.,3/1/2024 3:08,3/1/2024 (Friday),Weekday,3:08:17,Night,443,367,85,6973,1878,24.08,40,Mature Adults
LinkedIn,Video,What international impact cost particularly sound past.,3/1/2024 2:56,3/1/2024 (Friday),Weekday,2:56:33,Night,236,138,164,3148,2827,13.74,39,Mature Adults
LinkedIn,Link,Help ball yes space forward quickly.,3/1/2024 2:21,3/1/2024 (Friday),Weekday,2:21:31,Night,171,490,142,7956,3307,32.84,25,Adolescent Adults
Twitter,Link,Fast specific though left.,3/1/2024 2:06,3/1/2024 (Friday),Weekday,2:06:56,Night,129,306,82,6387,763,66.56,39,Mature Adults
Twitter,Link,Expert name spring on.,3/1/2024 1:42,3/1/2024 (Friday),Weekday,1:42:07,Night,254,441,146,4678,2786,24.05,61,Senior Adults
Twitter,Image,Trial hold man find oil.,3/1/2024 1:06,3/1/2024 (Friday),Weekday,1:06:59,Night,779,398,132,7139,2649,17.23,21,Adolescent Adults
Instagram,Link,Responsibility trade morning interest require interest change.,3/1/2024 1:02,3/1/2024 (Friday),Weekday,1:02:50,Night,616,316,125,1974,1731,22.03,18,Adolescent Adults
Facebook,Video,Account believe recently industry wish know.,3/1/2024 0:52,3/1/2024 (Friday),Weekday,0:52:01,Night,781,265,40,1778,1262,96.19,56,Senior Adults
Instagram,Video,Boy walk so half size thought reveal.,3/1/2024 0:31,3/1/2024 (Friday),Weekday,0:31:08,Night,435,215,123,9765,2892,26.36,65,Senior Adults
Twitter,Video,Meeting sit early drive dog room mean decade.,3/1/2024 0:23,3/1/2024 (Friday),Weekday,0:23:57,Night,666,373,82,6701,2272,19.36,65,Senior Adults
Instagram,Image,Table ok whole management respond family fear.,3/1/2024 0:08,3/1/2024 (Friday),Weekday,0:08:42,Night,948,109,20,7483,1158,25.78,33,Mature Adults
